id	TCGA-04-1514-01A	TCGA-04-1516-01A	TCGA-04-1530-01A	TCGA-04-1536-01A	TCGA-04-1542-01A
GLT8D2	0.0859	-0.0925	-0.2491	0.2827	-0.4676
GLT8D3	0.1294	0.5156	0.2308	0.2973	0.0553
GLT8D4	-0.3807	0.762	-0.0059	0.0512	0.0527
GLTP	0.0859	0.2982	0.1731	0.3308	-0.4676
GLTPD1	-0.1869	0.2868	0.4519	-0.924	-0.56
GLTPD2	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
GLTSCR1	-0.3808	-0.1324	-0.2936	0.06	-0.5206
GLTSCR2	-0.3808	-0.1324	-0.2936	0.06	-0.5206
GLUD1	0.1214	-0.0671	-0.1035	-0.2181	0.3552
GLUL	0.2805	0.3896	0.0931	0.6552	0.3109
GLURD2	-0.3295	-0.6826	-0.3569	-0.9181	-0.4295
GLYAT	-0.3351	0.198	0.006999999999999999	0.0431	-1.1098
GLYATL1	-0.3351	0.198	0.006999999999999999	0.0431	-1.1098
GLYATL2	-0.3351	0.198	0.006999999999999999	0.0431	-1.1098
GLYATL3	0.10800000000000001	0.0809	0.1148	0.2376	0.0859
GLYCAM1	0.1091	-0.0872	0.2899	0.275	-0.4478
GLYCTK	-0.3978	0.2671	-0.0059	-1.0197	-0.496
GLYCTK1	-0.3978	0.2671	-0.0059	-1.0197	-0.496
GM2A	0.1204	-0.1156	-0.135	0.0609	-0.4677
GMCL1	0.0389	-0.0726	0.0536	-0.0184	0.0073
GMDS	0.073	0.0302	0.6039	0.4943	0.2772
GMEB1	-0.1738	-0.0985	0.0941	-0.3339	-0.5417
GMEB2	0.3702	0.2783	0.0037	0.6308	-0.0988
GMFB	0.4438	-0.0594	-0.171	0.0963	-0.4596
GMFG	0.4901	0.4498	-0.0894	0.298	-0.4985
GMIP	0.6258	0.7842	0.113	0.3144	1.0085
GML	-0.3845	0.2975	-0.3072	-0.0014	0.584
GMNN	0.0883	0.0487	0.6039	0.2666	0.2962
GMPPA	0.1984	0.2864	-0.0126	-0.9274	0.3317
GMPPB	-0.3978	0.2671	-0.0059	-1.023	-0.496
GMPR	0.0883	0.0487	0.6039	0.4451	-0.0833
GMPR2	0.4504	0.3658	-0.1679	0.4308	0.0417
GMPS	-0.3379	0.7269	0.5134	0.2678	0.4001
GNA11	-1.1519	-0.6262	-0.3035	-0.9961	-0.5782
GNA12	-0.3203	-0.1174	-0.3072	-0.4352	0.2665
GNA13	0.0968	-0.0921	0.1525	-0.3525	-0.5258
GNA14	-0.3424	-0.0838	0.0038	0.5485	-0.4837
GNA15	-1.1519	-0.6262	-0.3035	-0.9961	-0.5782
GNAI1	0.4654	0.2722	-0.0043	0.9274	0.3782
GNAI2	-0.3978	0.2671	-0.0059	-1.023	-0.496
GNAI3	-0.1009	0.3302	-0.1363	0.4879	-0.484
GNAL	-0.3599	0.3129	-0.1001	0.1135	0.7804
GNAO1	0.1015	-0.665	-0.1822	-0.332	0.4174
GNAQ	-0.3424	-0.0838	0.0038	0.5485	-0.4837
GNAS	0.4194	0.2783	0.0037	0.6308	-0.5749
GNASAS	0.4194	0.2783	0.0037	0.6308	-0.5749
GNASL	0.4194	0.2783	0.0037	0.6308	-0.5749
GNAT1	-0.3978	0.2671	-0.0059	-1.023	-0.496
GNAT2	-0.1009	0.3302	-0.1363	0.4879	-0.484
GNAT3	0.4654	0.2722	-0.0043	0.9274	0.3782
GNAZ	-1.1485	-0.1334	0.2015	-0.4173	-0.5032
GNB1	-0.1869	0.2868	0.4519	-0.924	-0.56
GNB1L	-1.1537	-0.1446	0.1859	0.5376	-0.5032
GNB2	0.465	0.2751	-0.0043	0.7061	0.2747
GNB2L1	0.0169	0.5363	-0.2733	0.0106	-0.0616
GNB3	0.0723	0.5187	0.0525	1.0553	0.5491
GNB4	1.0727	0.2459	0.5643	-0.1459	0.6044
GNB5	-0.3653	-0.0972	-0.1719	-0.3381	-0.4442
GNE	0.1252	0.3912	-0.1259	-0.2145	-0.5087
GNG1	0.4944	0.303	-0.0043	0.7939	0.3782
GNG10	0.0851	0.2527	0.0038	0.0906	-0.4837
GNG11	0.4944	0.303	-0.0043	0.7939	0.3782
GNG12	-0.094	-0.0619	0.0503	0.2114	-0.4543
GNG13	0.0746	-0.6646	0.0173	-0.3731	0.5491
GNG2	0.4438	-0.0594	-0.171	0.0963	-0.4596
GNG3	-0.3351	0.198	0.006999999999999999	0.1596	0.2908
GNG4	0.2602	-0.095	0.0931	-0.2674	0.8031
GNG5	-0.0992	-0.0848	-0.1492	0.3431	-0.4412
GNG7	-1.1519	-0.6262	-0.3035	-0.9961	-0.5782
GNG8	-0.3808	-0.1324	-0.2936	0.06	-0.5206
GNGT1	0.4944	0.303	-0.0043	0.7939	0.3782
GNGT2	0.4508	-0.0832	0.1525	-0.3452	-0.5258
GNL1	0.0526	0.0273	0.0708	0.2531	0.2614
GNL2	-0.1387	-0.0985	0.0941	-0.3285	-0.5361
GNL3	-0.3978	0.2671	-0.0059	-1.0197	-0.496
GNLY	0.0454	0.2615	0.0536	0.0126	0.0458
GNMT	0.10800000000000001	0.0809	0.1148	0.2376	-0.0521
GNPAT	0.2602	0.2687	0.0931	-0.3098	0.8031
GNPDA1	0.1231	-0.1002	-0.135	0.0609	-0.4732
GNPDA2	-0.3377	-0.7095	0.0256	-0.3281	0.0753
GNPNAT1	0.4438	-0.0594	-0.171	0.0963	-0.4596
GNPTA	0.1341	-0.0652	-0.2491	0.2827	-0.4676
GNPTAB	0.1341	-0.0652	-0.2491	0.2827	-0.4676
GNPTG	0.0746	-0.6646	0.0173	-0.3731	0.5491
GNRH1	-0.3516	-0.6646	-0.6553	-0.2994	0.0412
GNRH2	0.4436	0.1098	-0.0339	-0.3337	0.5760000000000001
GNRHR	-0.3303	-0.7128	0.0256	-0.9583	-0.3703
GNRHR2	0.2819	0.5329	0.2494	0.1167	0.3264
GNS	0.1361	-0.0975	0.2899	0.275	-0.4118
GOLGA1	0.0851	0.2368	-0.0114	0.2598	-0.4837
GOLGA2	0.0851	0.2368	-0.0114	-0.3899	-0.4837
GOLGA2L1	0.1341	-0.0652	-0.2491	0.2827	-0.4676
GOLGA3	0.0708	-0.149	0.1731	-0.2932	-0.539
GOLGA4	0.11699999999999999	-0.833	-0.0059	-0.3261	-0.4556
GOLGA5	0.4187	-0.6803	-0.1938	0.0806	-0.4765
GOLGA6	-0.3981	-0.2478	-0.0253	-0.4068	-0.0465
GOLGA6B	-0.3981	-0.2478	-0.0253	-0.4068	-0.0465
GOLGA7	-0.3296	-0.0872	-0.2688	0.0889	0.0261
GOLGA7B	0.1214	-0.0622	-0.1035	-0.1719	0.3295
GOLGA8A	-1.1713	-0.2457	-0.353	-0.3381	-0.1113
GOLGA8B	-0.7579	-0.4506	-0.353	-0.3381	-0.294
GOLGA8E	-0.3657	-0.1233	-0.2776	-0.3381	-0.4318
GOLGA8G	-0.3982	-0.1069	0.0761	-0.3381	-0.4651
GOLGB1	-0.3381	0.2667	0.3759	0.1937	0.2006
GOLIM4	0.49	0.7661	0.5643	0.2676	0.4348
GOLM1	-0.3645	-0.0937	0.0038	0.5485	-0.4837
GOLPH3	0.1262	0.2696	0.3142	0.3962	0.3779
GOLPH3L	0.2649	0.5329	0.2494	0.8581	0.3037
GOLSYN	-0.3296	-0.11699999999999999	0.1612	0.3231	0.6706
GOLT1A	0.2805	0.2766	0.0931	0.77	0.7663
GOLT1B	0.1309	0.7181	0.0944	0.9767	0.6128
GON4L	0.2744	0.3896	0.0931	0.8536	0.32799999999999996
GOPC	-0.3516	-0.6161	0.1968	0.2352	-0.4049
GORAB	0.2805	0.3896	0.0931	0.8834	0.3244
GORASP1	-0.3743	0.531	-0.0059	-0.3261	-0.4556
GORASP2	0.1282	0.579	-0.0126	0.1868	0.3494
GOSR1	-0.3638	-0.0928	-0.2934	-0.3699	-0.4669
GOSR2	-0.4004	-0.0741	0.1525	-0.3452	-0.5258
GOT1	0.1214	-0.0622	-0.1035	-0.1719	0.3295
GOT1L1	-0.3199	-0.0881	-0.2992	0.1168	0.0412
GOT2	0.1015	-0.665	-0.1822	0.051	0.4174
GP1BA	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
GP1BB	-1.1537	-0.1446	0.1859	0.5376	-0.5032
GP2	0.0746	-0.083	0.0173	0.0347	0.4174
GP3ST	0.1343	-0.1826	-0.1355	-0.4471	0.2482
GP5	-1.1833	0.2325	0.5643	-0.1472	0.5781
GP6	0.0495	-0.1247	-0.3059	-0.0602	-0.0726
GP9	-0.3548	0.2667	0.3958	0.1843	0.2006
GPA33	0.2805	0.3896	0.0931	0.8834	0.3244
GPAA1	-0.3845	0.2894	-0.3072	0.031	0.3949
GPAM	0.1214	-0.0622	-0.1035	0.1726	0.3295
GPATCH1	0.4984	0.7899	0.113	0.298	0.7448
GPATCH2	0.2805	0.2895	0.0931	-0.2744	0.7663
GPATCH3	-0.1738	-0.0985	0.0941	-0.3339	-0.5417
GPATCH4	0.2744	0.3896	0.0931	0.8536	0.32799999999999996
GPATCH8	-0.3776	-0.0928	0.1525	-0.3555	-0.5292
GPBAR1	0.1984	0.2864	-0.0126	-0.9274	0.3317
GPBP1	0.1209	-0.0692	0.0382	-0.371	-0.4346
GPBP1L1	-0.1387	-0.0765	0.0941	0.1646	-0.4543
GPC1	0.1343	-0.1826	-0.1355	-0.4471	0.2482
GPC2	0.465	0.2751	-0.0043	0.7061	0.2747
GPC5	-0.34	-0.5748	0.4123	-0.2775	0.0153
GPC6	-0.34	-0.5748	0.4123	-0.2775	0.0052
GPCR	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
GPD1	0.1294	-0.0872	0.2899	0.2406	-0.4478
GPD1L	0.1138	-0.1506	-0.0059	-0.2713	-0.4556
GPD2	0.1282	0.5870000000000001	0.0011	0.379	0.3873
GPER	-0.3203	-0.1174	-0.3072	-0.4352	0.2665
GPErik	-1.05115	-0.6009	0.5213	0.1409	-0.391
GPHA2	-0.3351	0.5571	0.006999999999999999	0.1596	0.2908
GPHB5	0.4438	-0.6322	-0.171	0.0623	-0.4765
GPHN	0.4438	-0.6322	-0.171	0.0623	-0.4765
GPI	0.4984	0.7899	0.113	0.298	0.7448
GPI7	-0.436	-0.7057	0.1622	-0.3435	-0.5417
GPIHBP1	-0.3845	0.2975	-0.3072	-0.0014	0.584
GPLD1	0.0883	0.0487	0.6039	0.2666	0.2962
GPM6A	-0.3402	-0.6579	0.1165	-0.9445	-0.3964
GPN1	0.0081	-0.0808	0.0983	-0.3062	0.0007
GPN2	-0.1738	-0.0985	0.0941	-0.3339	-0.5417
GPN3	0.0859	0.2982	0.1731	0.3308	-0.4676
GPNMB	-0.32799999999999996	-0.1035	-0.1468	0.0397	0.3659
GPR1	0.1984	0.3743	-0.0126	-0.9274	0.365
GPR103	-0.3247	-0.6193	-0.1005	-0.9189	-0.4169
GPR107	0.0851	0.2368	-0.0114	-0.3899	-0.4837
GPR108	0.6074	-0.6262	-0.3035	0.0076	-0.5782
GPR110	0.10800000000000001	0.0809	0.1148	0.2376	0.0859
GPR111	0.10800000000000001	0.0809	0.1148	0.2376	0.0859
GPR113	0.0081	-0.0808	0.0983	-0.3062	0.0007
GPR114	0.1015	-0.665	-0.1822	-0.332	0.4174
GPR115	0.10800000000000001	0.0809	0.1148	0.2376	0.0859
GPR116	0.10800000000000001	0.0809	0.1148	0.2376	0.0859
GPR12	-0.3888	-0.0778	-0.3043	0.063	-0.4505
GPR120	0.1214	-0.0622	-0.1035	-0.1719	0.3295
GPR123	-0.0264	-0.1156	-0.3025	0.1726	0.3295
GPR124	-0.3199	-0.0881	-0.2992	0.1168	0.0412
GPR125	-0.3492	-0.6618	0.22399999999999998	-0.3558	-0.4207
GPR126	-0.3516	-0.0352	0.13	-0.1388	-0.4833
GPR127	0.6074	-0.6262	-0.3035	0.0076	-0.95875
GPR128	-0.3138	0.2617	-0.0104	0.1735	0.2006
GPR132	0.3679	-0.6803	-0.1938	0.0806	-0.4765
GPR133	0.0721	-0.1319	0.1731	-0.3776	-0.539
GPR135	0.4438	-0.0594	-0.171	0.0963	-0.4596
GPR137	-0.3351	0.5571	0.006999999999999999	0.1596	0.2908
GPR137B	0.2602	-0.095	0.0931	-0.2674	0.8031
GPR137C	0.4438	-0.0594	-0.171	0.0963	-0.4596
GPR139	0.0746	-0.083	0.0173	0.0217	0.4174
GPR141	-0.32799999999999996	0.3059	-0.017	0.0397	0.3516
GPR142	0.0968	-0.0921	0.1525	0.3114	-0.5258
GPR144	0.0851	0.2368	-0.0114	0.2598	-0.4837
GPR146	-0.3203	-0.1174	-0.3072	-0.4352	0.2665
GPR148	-0.2582	0.3681	0.0107	0.4027	0.3646
GPR149	-0.3379	0.7269	0.5134	0.2678	0.4001
GPR15	-0.3066	0.2942	-0.0104	0.1735	0.2006
GPR150	0.135	-0.6894	-0.135	-0.3825	-1.1494
GPR151	0.1231	-0.0879	-0.135	0.0609	-0.4732
GPR152	-0.3888	0.5571	0.006999999999999999	0.1596	0.2908
GPR153	-0.1869	0.2868	0.4519	-0.2449	-0.56
GPR155	0.1282	0.579	-0.0126	0.1868	0.3494
GPR156	-0.3381	0.2667	-0.0104	0.1937	0.2006
GPR157	-0.1869	0.2868	0.4519	-0.2449	-0.5501
GPR158	0.1037	-0.087	0.2222	0.0568	0.3483
GPR160	0.4588	0.8396	0.5643	0.2676	0.3743
GPR161	0.2805	0.3896	0.0931	0.8834	0.3244
GPR162	0.0723	0.5187	0.0525	1.0553	0.5491
GPR17	-0.2171	0.3681	0.0107	0.4601	0.3646
GPR171	-0.3379	0.7269	0.5134	0.2678	0.4001
GPR172A	-0.3845	0.2894	-0.3072	0.031	0.3949
GPR172B	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
GPR175	-0.4132	0.2667	0.3507	0.1937	0.2006
GPR176	-0.3581	-0.6555	-0.1719	-0.3381	-0.4767
GPR177	-0.094	-0.0619	0.0503	0.2114	-0.4543
GPR179	-0.3836	-0.0928	-0.2934	-0.3696	-0.5309
GPR18	-0.3703	-0.5748	0.3101	-0.3112	0.0052
GPR180	-0.34	-0.5748	0.4123	-0.2775	0.0052
GPR182	0.1091	-0.0872	0.2899	0.275	-0.4478
GPR183	-0.3703	-0.5748	0.3101	-0.3112	0.0052
GPR19	0.1289	0.7054	0.0944	0.9767	0.6128
GPR20	-0.3845	0.2975	-0.3037	0.382	0.584
GPR21	0.0851	0.2368	-0.0114	0.2598	-0.4837
GPR22	0.465	0.3427	-0.0043	0.8452	0.3624
GPR25	0.2805	0.2766	0.0931	0.77	0.3824
GPR26	0.0728	-0.0753	-0.1035	0.1726	0.3295
GPR27	-0.3807	0.762	-0.0059	0.4779	0.0527
GPR3	-0.1738	-0.0985	0.0941	-0.3339	-0.5417
GPR31	-0.3516	-0.08800000000000001	-0.4098	-0.1862	-0.5372
GPR32	-0.3808	-0.1324	-0.2936	0.06	-0.5316
GPR35	0.1343	-0.1826	-0.1355	-0.4471	0.2482
GPR37	0.4892	0.5781	-0.0203	0.9991	0.3624
GPR37L1	0.2805	0.2766	0.0931	0.77	0.7663
GPR39	-0.2268	0.3681	-0.018000000000000002	0.4027	0.3646
GPR4	-0.3808	0.4498	-0.2936	0.06	-0.5206
GPR42		0.4498	0.113	0.298	
GPR44	-0.3351	0.198	0.006999999999999999	0.1596	-1.1098
GPR45	0.0193	0.2912	0.1405	0.3618	0.0899
GPR52	0.2805	0.3896	0.0931	1.2432	0.3244
GPR55	0.1343	0.2864	-0.0126	-1.0262	0.3317
GPR56	0.1015	-0.665	-0.1822	-0.332	0.4174
GPR6	-0.3883	-0.6336	0.1968	0.2352	0.0168
GPR61	-0.1009	0.3302	-0.1363	0.4879	-0.484
GPR62	-0.3978	0.2671	-0.0059	-1.0197	-0.496
GPR63	0.1476	-0.1566	0.2738	0.2445	0.0843
GPR65	0.4187	-0.6803	-0.1938	0.0806	-0.4765
GPR68	0.4187	-0.6803	-0.1938	0.0806	-0.4765
GPR73	0.0389	-0.0726	0.0536	-0.0184	0.0073
GPR75	0.0389	-0.0974	0.0838	-0.0184	0.0073
GPR77	-0.3808	-0.1324	-0.2936	0.06	-0.5206
GPR78	-0.4286	-0.1349	0.1622	-0.3661	-0.5373
GPR81	0.0721	-0.0843	0.1731	0.2566	-0.5177
GPR83	0.12	0.2722	-0.057999999999999996	0.2981	0.0474
GPR84	0.1091	-0.0872	0.2899	0.2406	-0.4478
GPR85	0.4967	0.5781	-0.0203	1.0027	0.3624
GPR86	-0.3379	0.7269	0.5134	0.2678	0.4001
GPR87	-0.3379	0.7269	0.5134	0.2678	0.4001
GPR88	-0.0848	0.3901	-0.1519	0.3431	-0.413
GPR89A	0.2819	0.5329	0.2494	0.247	0.3264
GPR89B	0.2819	0.5329	0.2494	0.247	0.3264
GPR89C	0.2819	0.5329	0.2494	0.247	0.3264
GPR97	0.1015	-0.665	-0.1822	-0.332	0.4174
GPR98	0.1234	-0.6983	-0.135	-0.3825	-1.1494
GPRA	-0.32799999999999996	0.2823	-0.017	0.0397	0.3516
GPRC5A	0.1289	0.7054	0.0944	0.9767	0.6128
GPRC5B	0.0746	-0.083	0.0173	0.0511	0.4174
GPRC5C	0.0968	-0.0921	0.1525	0.3114	-0.5258
GPRC5D	0.1289	0.7054	0.0944	0.9767	0.6128
GPRC6A	-0.3516	-0.6161	0.1968	0.2352	-0.4049
GPRIN1	0.0954	0.4205	-0.2757	0.0393	-0.0318
GPRIN2	0.1218	-0.1614	0.1068	0.1215	0.36200000000000004
GPRIN3	-0.3295	-0.6317	-0.3569	-0.9181	-0.4295
GPS1	1.0033	-0.0921	0.1525	0.3273	-0.5258
GPS2	-0.4332	-0.1143	-0.2934	-0.3953	-0.5419
GPSM1	0.0851	0.6722	-0.0114	-1.0917	-0.5823
GPSM2	-0.1009	0.4909	-0.1363	0.4879	-0.484
GPSM3	0.0603	0.0105	0.0708	0.2253	0.2791
GPSN2	0.6258	0.7842	0.113	-0.0229	0.6652
GPT	-0.3845	0.2894	-0.3072	0.031	0.3949
GPT2	0.1015	-0.083	-0.1701	-0.3489	0.4174
GPX1	-0.3978	0.2671	-0.0059	-0.3261	-0.496
GPX2	0.4438	-0.6322	-0.171	0.0623	-0.4765
GPX3	0.1204	-0.1156	-0.135	0.0609	-0.4677
GPX4	-1.1519	-0.6262	-0.3035	-0.9961	-0.5782
GPX5	0.0865	0.006	0.6039	0.2666	0.2962
GPX6	0.0865	0.006	0.6039	0.2666	0.2962
GPX7	-0.1387	-0.0765	0.0941	0.1646	-0.4543
GPX8	0.1209	0.299	0.0382	0.3966	-0.4346
GRAMD1A	0.4984	0.7899	0.113	0.298	0.7448
GRAMD1B	-1.135	-0.6461	-0.057999999999999996	-0.366	-0.0123
GRAMD1C	-0.3381	0.2667	-0.0104	0.1735	0.2006
GRAMD2	-0.3981	-0.2478	-0.1417	-0.0273	-0.0465
GRAMD3	0.1231	-0.6588	-0.135	0.0526	-0.4441
GRAMD4	-1.2575	-0.1518	-0.2982	-1.114	-0.5759
GRAP	-0.3828	-0.0928	-0.2934	-0.4775	-0.4689
GRAP2	-1.1651	-0.1518	-0.2982	-0.3906	-0.5493
GRASP	0.1091	-0.0872	0.2899	0.2406	-0.4478
GRASP65	-0.3743	0.531	-0.0059	-0.3261	-0.4556
GRB10	0.159	-0.0988	-0.017	0.0397	0.3516
GRB14	0.1282	0.579	-0.0126	0.1868	0.3494
GRB2	0.0968	-0.0921	0.1525	0.3114	-0.5258
GRB7	-0.3836	-0.0928	0.1037	-0.3696	-0.5309
GREB1	0.0006	-0.0959	-0.4055	-0.2946	0.0314
GREM1	-0.377	-0.6558	0.0761	-0.3381	-0.4651
GREM2	0.2602	-0.095	0.0931	0.1208	0.8547
GRHL1	0.0006	-0.0959	-0.4055	-0.2946	0.0314
GRHL2	-0.3296	-0.6494	0.1612	0.3231	0.5748
GRHL3	-0.1935	-0.0867	0.0758	-0.3339	-0.5670000000000001
GRHPR	0.42200000000000004	0.3912	-0.1259	-0.2145	-0.5087
GRIA1	0.1204	-0.1465	-0.135	0.0609	-0.4222
GRIA2	-0.3328	-1.7503	0.2141	-0.8857	-0.3854
GRIA4	-0.3158	0.2633	-0.057999999999999996	-0.8992	0.0653
GRID1	0.1214	-0.0671	-0.1035	-0.2181	0.3552
GRID2	-0.3295	-0.6826	-0.3569	-0.9181	-0.4295
GRIK1	0.4254	0.5457	-0.0052	0.1893	-0.0146
GRIK2	0.1476	-0.1593	0.2738	0.2445	0.0942
GRIK3	-0.1387	-0.0985	0.0941	-0.3285	-0.5361
GRIK4	-0.1624	0.2846	-0.057999999999999996	-0.366	-0.0123
GRIK5	-0.3808	0.4498	-0.0894	0.298	-0.4985
GRIN1	0.0851	0.6722	-0.0114	-1.0917	-0.5823
GRIN2A	0.0746	-0.6646	0.0173	-0.3692	0.5491
GRIN2B	0.1289	0.7054	0.0944	0.9767	0.6128
GRIN2C	0.0968	-0.0921	0.1525	0.3114	-0.5258
GRIN2D	-0.3808	-0.1324	-0.2936	0.06	-0.5316
GRIN3A	-0.3645	-0.0937	0.0038	0.355	-0.4837
GRIN3B	-1.1519	-0.6262	-0.3035	-0.9961	-0.5782
GRINA	-0.3845	0.2894	-0.3072	0.031	0.3949
GRINL1A	-0.3653	-0.1013	-0.1806	-0.4922	-0.493
GRIP1	0.1361	0.3615	0.2899	0.275	-0.4118
GRIP2	0.0946	-0.1577	-0.3007	-0.3262	-0.4556
GRK1	-0.4127	-0.6333	0.2722	0.1246	-0.537
GRK4	-0.4286	-0.7057	0.1622	-0.3419	-0.5417
GRK5	0.1214	-0.0753	-0.1035	0.1726	0.3295
GRK6	0.0954	0.9521	-0.2757	0.0393	-0.0318
GRK7	-0.3603	0.7269	0.5134	0.9102	0.385
GRLF1	-0.3808	-0.1324	-0.2936	0.06	-0.5206
GRM1	-0.3516	-0.0352	0.13	-0.1416	-0.4833
GRM2	-0.3978	0.2671	-0.0059	-1.0197	-0.496
GRM3	0.5016	0.2722	-0.0043	0.7939	0.3782
GRM4	0.10800000000000001	0.0197	0.1148	0.2376	0.1135
GRM5	0.7041	0.2553	-0.057999999999999996	0.2981	0.8458
GRM6	0.0375	0.8679	-0.2132	-0.03	-0.066
GRM7	0.1034	0.5592	-0.3007	-0.3262	-0.4556
GRM8	0.466	0.5781	-0.0203	0.9398	0.3624
GRN	-0.3776	-0.0928	0.1525	-0.3555	-0.5292
GRP	0.126	-0.0912	-0.1001	0.1654	0.0226
GRPEL1	-0.4286	0.4168	0.1622	-0.3661	-0.5373
GRPEL2	0.1204	-0.0879	-0.135	0.0609	-0.4732
GRRP1	-0.1738	-0.0985	0.0865	-0.3339	-0.5670000000000001
GRSF1	-0.3295	-0.6525	-0.3807	-0.9145	-0.4049
GRTP1	-0.4127	-0.6333	0.3101	0.1246	-0.537
GRWD1	-0.3808	-0.1324	-0.2936	0.06	-0.5316
GRXCR1	-0.3377	-0.6562	0.0256	-0.3281	0.0753
GRXCR2	0.1231	-0.0879	-0.135	0.0609	-0.4732
GSC	0.4187	-0.6803	-0.1938	0.0806	-0.4765
GSC2	-1.1537	-0.1446	0.1859	0.5376	-0.4606
GSDMA	-0.3836	-0.0928	0.1037	-0.3696	-0.5309
GSDMB	-0.3836	-0.0928	0.1037	-0.3696	-0.5309
GSDMC	-0.3565	0.3163	0.1625	0.8252	0.6814
GSDMD	-0.3845	0.2975	-0.3072	-0.0014	0.3949
GSG1	0.1289	0.7054	0.0944	0.9767	0.6128
GSG1L	0.1015	-0.083	0.0173	0.0347	0.4174
GSG2	-0.4332	-0.1143	-0.2934	-0.3953	-0.5681
GSK3A	-0.3808	0.4498	-0.0894	0.298	-0.4985
GSK3B	-0.3381	0.2667	-0.0104	0.1937	0.2006
GSN	0.0851	0.2368	0.0038	-0.298	-0.4837
GSPT1	0.0746	-0.6582	0.0173	0.1309	0.5491
GSR	-0.3516	-0.0881	-0.6553	-0.3016	0.0412
GSS	0.4228	0.1098	-0.0339	0.0622	0.2776
GSTA1	0.10800000000000001	0.0809	0.1148	0.2982	0.0859
GSTA2	0.10800000000000001	0.0809	0.1148	0.2982	0.0859
GSTA3	0.10800000000000001	0.0809	0.1148	0.2982	0.0859
GSTA4	0.10800000000000001	0.0809	0.1148	0.2982	0.0859
GSTA5	0.10800000000000001	0.0809	0.1148	0.2982	0.0859
GSTCD	-0.2915	-0.6486	-0.3569	-0.8809	-0.4311
GSTK1	0.4979	0.9733	-0.0316	0.9596	0.287
GSTM1	1.2329999999999999	0.06425	-0.1363	-0.5651	-0.7915
GSTM1L	0.0946	-0.1577	-0.3007	-0.3262	-0.4556
GSTM2	-0.1009	0.08335	-0.1363	0.191	-0.484
GSTM3	-0.141	0.292	-0.1363	0.4285	-0.4917
GSTM4	-0.1009	0.3302	-0.1363	0.4879	-0.484
GSTM5	-0.141	0.292	-0.1363	0.4285	-0.4917
GSTO1	0.1214	-0.0622	-0.1035	0.179	0.3295
GSTO2	0.1214	-0.0622	-0.1035	0.179	0.3295
GSTP1	-0.3888	0.5571	0.006999999999999999	0.1596	0.2908
GSTT1	-1.1327	2.0426	1.1135	-0.7867	-2.7523
GSTT2	-1.1327	-0.9268	-0.9545	-0.7867	-0.5032
GSTT2B	-1.1327	-0.1334	-0.9545	-0.4433	-0.5032
GSTTP1	-1.1327	0.1023	1.1135	-0.7867	-0.5032
GSTTP2	-1.1327	0.96595	0.41175	-0.7867	-0.5416
GSTZ1	0.4121	-0.67	-0.1938	0.1118	-0.4765
GSX1	-0.3631	-0.0778	-0.3043	0.063	-0.4505
GSX2	0.1098	-0.6732	0.0256	-0.3072	-0.4331
GTDC1	0.1197	0.5562	-0.018000000000000002	0.4027	0.3686
GTF2A1	0.4187	-0.67	-0.1938	0.1118	-0.4765
GTF2A1L	0.035	-0.0783	0.0041	-0.0423	-0.0148
GTF2A2	-0.3653	-0.1185	-0.1806	-0.4922	-0.5287
GTF2B	-0.0992	-0.0848	-0.1492	0.3431	-0.4412
GTF2E1	-0.3381	0.2667	-0.0104	0.1937	0.2006
GTF2E2	-0.3516	-0.0881	-0.6553	-0.3016	0.0412
GTF2F1	0.6074	-0.6262	-0.3035	0.0076	-0.5782
GTF2F2	-0.3437	-0.6637	-0.3043	-0.3625	-0.4861
GTF2H1	-0.3781	-0.0899	0.006999999999999999	-0.294	-0.4857
GTF2H2	0.1234	-0.65	-0.135	-0.3825	0.3139
GTF2H2B	0.1234	-0.65	-0.135	0.4292	0.2177
GTF2H2D	0.1234	-0.65	-0.135	-0.3825	0.3139
GTF2H3	0.0721	-0.0843	0.1731	0.2566	-0.5177
GTF2H4	0.0526	0.0273	0.0708	0.2531	0.2614
GTF2H5	-0.3516	-0.0352	-0.4098	-0.1416	-0.5121
GTF2I	0.4654	0.2722	-0.0043	0.8641	0.3782
GTF2IP1	0.4654	0.2722	-0.0043	0.8641	0.3782
GTF2IRD1	0.4654	0.2722	-0.0043	0.8641	0.3782
GTF2IRD2	0.4654	0.2722	-0.0043	0.8641	0.3782
GTF2IRD2B	0.4654	0.2722	-0.0043	0.8641	0.3782
GTF3A	-0.3631	-0.0778	-0.3043	0.063	-0.4505
GTF3C1	0.1015	-0.083	0.0173	0.0347	0.4174
GTF3C2	0.0081	-0.0808	0.0983	-0.3062	0.0007
GTF3C3	-0.1982	0.3743	-0.0126	0.1868	0.365
GTF3C4	0.0851	-0.21100000000000002	-0.0114	-1.0861	-0.4837
GTF3C5	0.0851	-0.21100000000000002	-0.0114	-1.0917	-0.5823
GTF3C6	-0.3516	-0.6336	0.1968	0.2352	0.0168
GTPBP1	-1.2013	-0.1189	-0.2982	-0.4307	-0.5416
GTPBP10	0.4944	0.2722	-0.0043	0.7939	0.3782
